otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu1802	20	0	3	7	13	4	3	15	13	8
otu2406	12	5	18	11	0	7	8	14	3	1
otu670	19	6	4	10	7	16	11	15	5	9
otu2317	12	3	12	13	3	4	17	13	11	3
otu1417	4	11	16	18	14	13	4	11	8	5
otu2443	0	17	12	16	9	8	8	5	8	17
otu44	14	14	8	10	16	1	4	3	10	12
otu2846	11	0	13	10	2	4	18	19	4	14
otu2587	5	14	15	10	7	10	3	2	10	2
otu2093	10	4	16	20	12	3	17	12	15	0
otu2718	10	14	2	15	17	15	7	16	12	0
otu494	18	6	2	13	9	13	3	12	9	7
otu2290	7	11	11	11	10	5	5	5	0	16
otu859	0	15	6	13	3	2	5	7	20	12
otu2814	0	1	18	7	11	2	10	4	8	13
otu2978	17	6	13	16	4	2	2	10	11	15
otu454	10	9	16	10	14	18	16	9	16	7
otu1026	1	0	19	20	14	17	13	9	2	18
otu1560	0	13	20	4	2	20	19	14	11	18
otu2209	18	6	20	5	2	13	10	1	4	6
otu1892	9	11	2	8	7	9	20	13	12	17
otu295	9	11	3	6	5	8	5	0	20	14
otu2397	19	2	7	17	0	18	15	6	8	17
otu840	16	18	17	19	13	8	1	6	13	14
otu2594	16	6	2	2	8	18	5	2	5	18
otu2145	12	14	18	12	12	9	14	3	9	13
otu1499	14	14	19	20	12	7	19	7	13	4
otu864	16	15	13	3	8	3	7	0	17	12
otu1832	14	8	18	16	6	5	10	18	17	2
otu1402	20	18	3	1	11	5	6	7	6	12
otu1969	13	16	15	6	18	0	2	11	10	10
otu500	7	13	8	4	17	6	5	2	14	5
otu1550	19	13	5	14	15	7	4	13	18	3
otu2191	11	15	14	5	16	16	8	3	17	7
otu1592	0	2	2	7	1	3	11	18	0	13
otu559	9	15	17	1	11	9	16	4	18	15
otu2805	9	7	1	8	8	11	13	13	12	19
otu2139	3	15	9	4	6	13	8	20	10	13
otu2278	14	1	9	17	17	17	19	20	9	14
otu511	17	16	6	11	17	1	19	6	17	7
otu1095	7	2	17	0	18	9	19	4	20	20
otu497	12	8	19	17	18	17	19	6	16	18
otu656	15	2	16	16	18	16	16	1	6	17
otu2494	12	11	3	12	4	20	20	1	14	8
otu2347	9	13	20	13	16	13	18	10	9	6
otu2140	0	18	4	12	18	8	3	9	7	15
otu2716	14	18	1	9	17	14	15	2	8	15
otu2034	6	14	13	4	18	15	20	6	17	18
otu160	20	7	9	17	14	20	14	20	12	15
otu1851	19	17	13	20	8	12	20	0	3	13
otu942	11	8	10	18	18	18	15	7	5	14
otu446	2	19	12	11	11	9	3	20	14	20
otu1705	19	15	0	18	10	2	6	12	0	6
otu1723	19	1	1	13	1	15	15	5	18	15
otu333	20	14	2	3	19	8	20	15	0	18
otu2830	19	0	12	15	15	4	10	7	2	5
otu951	0	3	10	17	4	7	10	6	7	0
otu607	18	9	15	20	2	0	15	19	3	19
otu2241	13	11	2	10	12	3	14	8	18	4
otu1089	5	15	5	11	2	11	3	20	18	17
otu2841	11	10	12	8	15	5	17	16	17	1
otu1298	14	8	13	19	10	16	0	12	17	10
otu1100	1	20	16	8	7	20	19	12	4	17
otu2877	5	2	12	14	4	9	17	10	8	16
otu1022	12	8	3	8	10	6	19	10	0	16
otu54	4	16	8	3	5	18	3	8	0	5
otu104	15	1	0	9	19	8	1	12	6	0
otu721	16	9	6	7	18	15	1	0	12	0
otu1707	0	19	1	7	8	3	4	8	8	13
otu1199	3	5	17	4	13	10	15	5	10	1
otu1279	15	9	9	10	14	14	7	6	8	10
otu2997	18	4	10	12	6	13	18	4	0	16
otu2673	9	9	2	18	7	1	10	6	10	3
otu2098	14	0	19	18	3	0	4	6	11	1
otu345	19	16	3	5	12	11	18	7	0	15
otu2132	20	11	17	2	2	1	15	15	10	9
otu1391	12	12	11	0	7	17	16	4	19	12
otu209	9	10	3	5	8	8	7	3	10	0
otu1539	19	20	9	4	17	13	6	3	19	9
otu1216	20	9	15	1	14	1	20	4	11	8
otu579	12	9	7	2	0	15	15	12	15	19
otu2904	8	0	0	10	8	14	16	12	20	15
otu484	8	15	6	20	8	14	15	3	9	5
otu2512	18	15	18	8	4	3	13	1	9	5
otu1839	9	9	17	7	8	13	8	2	11	3
otu912	13	17	4	6	9	2	7	17	5	15
otu1868	1	2	20	16	11	13	3	10	1	11
otu1053	15	14	14	17	20	8	11	9	0	7
otu312	10	12	5	3	4	19	7	9	3	7
otu879	19	4	0	9	13	9	9	17	1	15
otu2215	5	11	11	16	7	8	11	9	5	10
otu1436	11	1	16	11	14	7	13	13	12	9
otu2678	19	11	17	1	14	4	17	9	10	10
otu1294	18	15	15	14	19	2	14	6	0	20
otu640	12	7	19	10	13	13	12	8	17	20
otu2880	9	3	8	1	15	14	13	14	11	5
otu2298	2	13	10	19	5	19	4	11	18	17
otu1327	17	17	2	19	10	6	4	11	16	4
otu2152	10	5	14	6	4	7	6	6	17	14
otu502	1	16	1	19	20	11	14	17	17	18
otu151	8	3	10	3	0	1	12	4	9	8
otu665	11	11	9	15	11	12	9	2	19	20
otu2875	9	17	12	3	0	11	11	0	14	9
otu795	5	3	18	10	19	13	14	17	20	3
otu2937	0	17	0	13	4	6	11	2	9	20
otu2232	18	14	19	2	4	13	17	6	9	3
otu220	4	15	19	1	10	6	15	17	15	16
otu2426	3	12	3	2	5	16	5	19	3	16
otu147	15	7	15	3	12	19	10	17	18	16
otu835	1	0	19	12	13	6	8	13	8	15
otu441	15	12	6	13	8	16	5	9	1	12
otu148	19	7	6	4	15	7	16	7	14	6
otu2300	13	20	10	5	14	8	16	17	11	10
otu350	1	5	12	11	0	2	19	9	15	7
otu1665	8	12	18	14	10	7	17	20	11	4
otu1101	16	16	1	16	19	11	19	16	17	8
otu2456	16	14	15	5	2	13	10	13	4	8
otu2664	4	8	6	12	3	0	18	15	1	12
otu2992	0	4	0	18	13	8	4	12	15	6
otu1469	3	7	2	14	12	13	15	12	5	5
otu272	1	18	14	8	15	13	20	3	15	1
otu1632	13	4	2	6	4	0	5	8	19	10
otu901	19	12	1	3	15	7	9	3	11	2
otu903	19	10	11	15	15	13	11	3	8	14
otu1171	10	2	16	8	0	12	2	9	0	6
otu504	20	7	6	19	1	8	7	7	12	1
otu774	7	11	10	15	20	16	5	19	0	19
otu1908	13	12	2	0	8	12	8	3	1	20
otu1973	3	12	19	4	5	10	15	17	15	2
otu326	3	14	4	5	19	5	1	1	11	0
otu1835	2	10	13	6	19	8	4	12	4	8
otu1012	12	12	19	15	12	0	15	6	19	6
otu314	17	8	7	15	10	9	14	3	10	12
otu131	1	7	0	7	4	4	3	10	3	7
otu2095	13	4	6	14	18	20	20	10	15	17
otu2923	13	2	8	2	7	5	19	3	16	19
otu2608	11	17	14	6	7	6	19	0	10	0
otu1995	19	8	2	16	2	3	1	19	20	2
otu1296	2	8	19	0	8	15	19	8	0	16
otu2233	17	15	8	11	8	3	4	15	14	3
otu489	15	16	11	13	11	4	3	7	0	5
otu918	17	19	11	19	19	18	15	12	17	2
otu2885	2	11	9	16	15	11	8	7	15	19
otu2408	7	17	11	12	14	15	12	4	5	13
otu1032	5	13	15	14	5	6	3	10	2	3
otu300	2	4	2	1	18	6	16	14	4	14
otu2083	2	13	17	15	12	3	4	13	6	12
otu887	6	7	17	5	0	16	18	20	8	18
otu96	19	7	5	3	20	8	10	20	19	5
otu1251	2	17	20	3	0	6	9	5	8	13
otu223	8	17	1	5	17	3	20	5	4	16
otu133	2	4	20	8	6	19	18	14	15	15
otu1293	4	5	13	7	0	9	1	6	5	1
otu973	14	17	18	17	5	13	5	1	19	18
otu2933	11	13	8	13	6	5	18	6	13	1
otu1789	14	14	14	15	0	5	0	2	13	13
otu2048	11	16	15	19	10	17	3	13	20	7
otu1675	6	10	13	19	14	11	13	18	20	4
otu1667	13	19	10	12	4	14	5	19	12	6
otu1657	19	16	3	17	2	11	1	0	15	17
otu581	19	2	13	12	7	13	9	18	12	17
otu710	2	9	15	1	16	5	5	5	9	8
otu1576	12	0	17	16	2	9	15	8	3	19
otu1083	18	15	18	9	7	5	6	12	6	2
otu2773	18	20	3	5	6	0	20	5	7	10
otu571	10	4	4	5	11	0	16	6	0	12
otu704	4	7	11	16	7	2	17	18	13	6
otu68	10	9	4	5	5	2	12	3	10	3
otu1710	17	11	8	14	1	3	3	12	15	19
otu1131	13	4	18	15	13	7	2	14	18	18
otu2194	16	20	13	16	7	12	20	20	0	18
otu1338	12	0	17	20	11	16	19	12	0	7
otu93	9	2	13	18	4	10	19	2	1	9
otu1015	0	11	3	8	16	19	11	12	7	20
otu2336	6	13	0	15	10	5	5	10	13	7
otu2574	10	7	18	5	18	16	3	14	7	2
otu913	19	2	1	15	0	14	11	10	17	0
otu2758	12	1	8	10	1	0	18	13	20	17
otu1461	13	2	17	5	5	10	16	11	0	18
otu189	6	3	12	7	18	20	4	7	13	18
otu1608	8	11	11	20	7	19	6	9	0	9
otu1202	13	5	16	8	4	2	12	12	17	15
otu463	14	4	11	1	11	6	20	18	20	5
otu1985	1	15	18	4	3	6	0	17	9	15
otu1916	3	15	9	5	6	4	20	2	19	12
otu1048	5	2	6	16	9	19	13	2	20	5
otu2605	1	0	0	3	17	10	11	10	14	0
otu2956	10	1	0	2	16	20	3	13	8	8
otu2206	10	12	2	19	10	18	15	6	6	15
otu158	8	6	4	2	12	3	5	8	18	11
otu2477	18	15	9	14	8	16	16	10	11	5
otu2515	20	1	0	11	0	12	0	7	12	9
otu2774	3	7	13	4	11	6	20	16	1	6
otu238	17	20	1	17	7	13	3	11	14	13
otu2710	18	3	10	4	6	6	10	4	20	17
otu1225	2	20	10	17	6	4	20	14	19	12
otu1289	2	9	9	16	12	15	9	19	7	12
otu1504	14	1	20	6	13	7	9	16	12	18
otu1193	2	10	0	12	12	2	1	17	1	7
otu1253	2	20	2	11	12	14	17	6	5	19
otu38	0	15	13	0	10	8	18	1	11	0
otu2051	14	16	15	15	9	18	7	12	10	2
otu717	8	12	5	18	18	5	10	4	17	1
otu2340	10	7	16	18	3	10	9	17	13	11
otu1285	20	9	20	0	2	17	10	17	13	13
otu1167	6	5	17	14	15	15	0	15	11	12
otu2081	9	10	14	19	13	7	18	20	3	11
otu1526	16	17	6	10	3	13	9	10	19	3
otu2427	3	17	1	16	19	6	8	5	10	5
otu274	2	1	15	19	10	14	13	16	13	9
otu861	20	10	20	19	11	6	17	12	2	17
otu2101	11	10	1	16	3	3	6	20	10	20
otu278	16	20	19	17	6	0	10	12	19	17
otu2922	5	1	18	3	13	9	6	15	15	8
otu235	9	14	2	20	11	1	15	0	16	8
otu30	5	13	16	9	9	20	11	1	4	7
otu2444	10	18	9	2	0	14	14	10	14	4
otu25	13	16	15	11	6	13	16	4	13	5
otu2160	3	20	7	20	15	13	17	12	16	5
otu1122	16	4	10	16	5	7	19	13	3	20
otu2224	2	19	2	18	6	18	12	5	1	17
otu1443	5	20	11	4	11	5	6	9	8	11
otu1156	9	18	13	12	12	19	8	16	19	10
otu2256	0	4	7	9	15	10	15	11	7	19
otu1974	1	13	17	3	7	12	20	6	2	0
otu2268	10	6	8	12	16	13	18	1	5	2
otu1318	4	5	14	5	18	16	14	13	8	8
otu1106	17	3	13	14	11	14	4	8	16	13
otu2609	13	9	19	15	19	11	12	8	3	5
otu42	10	15	8	7	1	17	19	13	20	16
otu825	8	3	15	17	15	4	0	19	11	16
otu2796	7	6	6	9	15	7	12	13	19	5
otu381	18	7	17	11	7	0	2	7	16	3
otu2315	13	16	20	6	6	0	3	8	9	16
otu613	20	20	19	20	8	10	0	0	8	0
otu1357	12	13	3	2	20	0	19	16	16	13
otu1460	10	8	12	17	8	2	3	8	1	1
otu2359	17	14	3	6	12	4	16	19	6	0
otu1581	2	10	6	9	15	2	14	16	3	3
otu2671	17	20	1	20	9	6	11	17	6	11
otu2023	7	14	11	4	7	20	15	15	8	4
otu2867	5	11	18	3	9	12	10	9	5	1
otu1495	3	10	11	14	0	0	14	13	5	0
otu2901	4	16	9	5	2	3	13	14	8	10
otu1230	16	10	3	15	4	3	19	17	16	9
otu2804	7	3	4	19	5	0	18	8	13	16
otu1654	15	12	13	14	14	7	1	8	20	3
otu1697	6	16	9	0	20	18	4	10	10	4
otu358	18	9	1	14	20	12	9	16	6	3
otu87	11	14	17	15	4	12	19	10	16	0
otu2170	14	5	19	12	0	15	4	10	18	12
otu539	9	10	1	15	8	7	17	14	7	4
otu2967	17	2	1	18	4	20	2	4	0	18
otu1762	1	4	0	14	8	3	5	7	14	5
otu2446	1	11	16	16	19	18	13	17	8	9
otu692	17	17	20	20	20	20	13	13	1	13
otu1709	6	19	0	9	6	2	11	12	12	17
otu1062	2	5	5	0	5	12	13	20	18	9
otu2824	12	8	7	16	11	0	2	6	17	12
otu2136	20	14	10	16	14	10	13	1	9	1
otu2914	11	12	2	15	1	13	2	7	6	17
otu689	1	2	14	15	4	14	2	5	8	18
otu718	12	13	18	8	1	13	3	14	19	20
otu194	20	1	6	6	18	10	8	5	2	16
otu1966	18	13	1	11	9	0	13	8	19	12
otu2269	6	6	17	6	8	17	19	20	6	5
otu2920	14	9	7	10	2	6	1	15	20	5
otu810	16	6	8	20	8	8	18	3	3	13
otu1514	4	0	3	18	2	8	17	14	4	4
otu2217	15	12	11	14	11	7	0	19	14	9
otu2313	0	19	2	15	20	15	8	7	3	7
otu198	16	12	18	17	7	11	18	19	20	5
otu98	18	17	17	5	15	2	2	1	2	7
otu1331	7	6	1	3	8	1	18	20	20	20
otu435	18	4	20	1	3	20	14	1	2	5
otu1963	16	8	12	4	6	3	1	15	11	17
otu1313	13	13	19	19	0	4	19	5	0	10
otu2297	4	14	14	7	11	6	17	7	2	9
otu854	11	3	10	5	17	2	11	12	10	0
otu79	11	19	5	19	16	16	19	15	9	18
otu291	18	11	15	19	12	13	8	5	17	16
otu1541	14	20	8	5	7	2	11	14	5	18
otu2759	4	7	9	10	13	3	3	18	6	7
otu1913	3	16	3	20	18	1	7	6	15	13
otu1433	9	7	16	7	8	12	20	19	17	15
otu2374	6	18	2	20	18	8	13	17	14	2
otu2721	7	16	5	7	5	5	9	15	19	17
otu1633	8	8	10	5	19	4	13	18	7	6
otu2111	12	2	20	14	6	2	16	7	18	14
otu1134	10	5	19	8	6	0	5	7	8	4
otu1310	8	4	12	19	3	11	12	17	15	1
otu1902	18	20	1	12	15	3	16	13	2	18
otu1647	18	2	12	13	15	15	15	16	9	1
otu1595	8	19	14	7	19	7	10	0	14	20
otu915	11	18	2	18	5	17	12	13	7	1
otu176	6	17	19	12	12	11	10	0	16	17
otu2328	18	8	3	20	6	5	19	0	2	9
otu1626	17	12	7	9	5	5	19	18	15	2
otu1020	11	18	18	13	10	20	19	18	15	16
otu2932	12	15	18	19	18	15	10	3	3	10
otu140	2	6	5	10	9	11	17	12	17	3
otu2506	7	14	19	8	1	5	20	14	12	16
otu2181	10	17	18	3	10	2	14	7	7	17
otu475	7	14	13	19	7	0	16	9	19	18
otu948	1	5	5	20	0	13	5	8	5	5
otu1157	17	20	17	5	8	7	7	6	3	17
otu356	10	16	2	17	0	13	11	20	1	12
otu103	9	7	16	10	18	20	16	10	15	3
otu69	10	17	16	6	14	19	18	1	19	5
otu708	2	20	18	4	1	8	7	6	14	13
otu738	15	11	13	11	2	19	19	14	14	19
otu747	9	17	4	2	20	1	12	19	5	13
otu699	17	3	5	5	9	1	13	5	4	18
otu2453	19	3	2	14	1	1	18	10	20	10
otu1528	2	1	14	13	8	13	13	19	6	0
otu420	11	12	2	15	17	15	20	0	9	20
otu1304	1	8	8	19	17	12	12	14	19	6
otu2493	4	11	18	12	10	16	18	6	12	1
otu1384	10	6	3	6	15	8	4	7	12	19
otu2024	19	14	15	20	17	14	7	16	13	20
otu1416	4	8	14	15	7	6	10	14	11	18
otu1264	1	11	2	10	6	13	1	10	2	8
otu2698	4	16	19	11	5	0	5	14	3	8
otu1543	19	14	0	12	16	11	3	13	3	13
otu263	16	4	1	20	2	7	4	12	11	6
otu1683	17	10	1	8	12	4	13	11	17	17
otu583	2	7	10	16	3	10	3	12	11	7
otu515	4	19	19	7	10	5	13	3	13	16
otu996	1	9	6	7	14	4	16	4	1	6
otu512	11	7	15	4	18	5	10	2	12	3
otu1655	14	13	0	20	1	3	19	7	8	18
otu1782	8	8	15	4	6	13	8	19	9	8
otu2351	10	9	1	1	19	1	2	9	20	8
otu157	19	3	11	2	1	20	12	12	20	5
otu2636	20	20	3	16	14	5	10	16	1	16
otu67	16	18	18	12	4	16	1	14	13	7
otu2974	13	15	6	9	6	13	4	9	2	17
otu1374	12	13	7	14	6	12	3	19	12	13
otu922	12	17	16	0	20	18	0	3	13	1
otu2177	15	12	2	15	15	5	10	17	16	13
otu1978	0	18	4	13	7	2	13	9	1	7
otu743	10	9	2	8	0	8	8	1	18	6
otu2492	9	16	3	8	10	4	10	10	1	12
otu1309	9	9	12	17	1	12	8	4	11	7
otu1350	16	10	7	6	18	15	12	16	18	20
otu2066	9	2	18	7	14	12	13	12	2	9
otu2240	14	10	5	17	0	20	13	10	18	3
otu1881	15	16	16	19	8	0	7	5	13	5
otu884	19	5	20	18	10	12	9	7	17	9
otu2238	0	4	2	3	8	2	9	5	20	7
otu2486	3	2	4	11	3	5	15	7	20	0
otu1267	15	20	4	19	10	17	1	11	20	4
otu396	0	11	18	13	10	8	0	17	8	10
otu2652	3	9	6	17	6	20	2	8	20	12
otu2966	16	15	7	13	3	0	12	13	17	12
otu797	10	2	7	13	13	13	10	14	6	14
otu584	15	10	4	7	9	4	0	13	1	14
otu1394	20	7	13	9	19	5	17	10	7	1
otu2898	19	9	0	1	14	0	12	11	10	20
otu388	2	15	8	18	0	11	4	6	17	20
otu1883	0	5	6	12	19	8	2	0	5	6
otu1041	13	15	16	4	12	5	7	2	18	14
otu823	8	5	4	10	17	9	9	12	7	15
otu2441	0	9	18	1	11	0	0	3	14	15
otu2228	4	20	10	13	17	12	0	13	7	9
otu1745	18	9	7	18	20	2	13	13	1	16
otu1534	13	20	20	1	4	2	18	18	5	20
otu2448	17	17	7	19	18	17	19	15	14	19
otu1431	12	20	4	1	12	16	19	11	19	18
otu637	7	20	5	5	14	17	8	11	0	15
otu2010	8	17	7	16	7	5	5	17	8	13
otu2393	8	19	7	7	5	13	5	1	2	4
otu2395	18	8	20	7	2	13	10	9	7	20
otu2768	2	7	4	9	4	15	6	3	18	11
otu1503	3	20	4	0	20	0	10	18	5	9
otu293	13	19	10	18	12	15	14	1	2	0
otu1435	16	16	19	8	10	15	4	16	12	8
otu197	14	5	1	5	8	11	14	14	19	18
otu2431	13	1	3	3	11	12	3	17	14	8
otu1834	4	19	18	20	6	11	1	0	9	6
otu1096	8	13	2	16	1	16	9	12	11	9
otu1968	0	1	6	11	3	10	14	18	4	1
otu2910	11	16	18	9	18	10	7	16	18	12
otu1108	8	19	1	5	11	15	4	6	18	8
otu789	19	8	8	4	12	2	14	5	2	8
otu1540	20	4	8	7	6	19	7	4	9	5
otu1800	15	3	5	15	10	6	6	5	2	2
otu1980	14	0	13	20	18	4	9	19	12	16
otu2134	0	7	6	4	19	12	14	5	16	16
otu2450	14	15	14	16	2	13	3	5	5	10
otu2912	16	8	4	7	5	16	2	3	18	13
otu2981	5	4	11	9	19	7	8	6	15	9
otu833	5	17	17	14	13	15	14	9	9	17
otu2197	12	17	4	17	15	2	15	14	1	18
otu686	5	2	8	19	2	6	12	11	1	7
otu285	14	12	18	0	17	4	9	9	15	20
otu2169	19	15	6	17	11	11	3	5	3	13
otu2447	0	1	0	20	18	7	9	1	10	11
otu1322	0	4	5	4	2	7	9	5	17	14
otu955	3	6	12	17	0	0	2	0	11	14
otu1671	9	15	13	2	20	11	11	2	8	11
otu538	16	15	19	13	11	0	17	18	13	1
otu1161	18	15	10	18	0	2	13	19	2	15
otu2534	20	2	8	9	9	9	6	5	2	0
otu2398	11	0	7	7	13	10	15	18	2	20
otu682	13	10	18	16	13	18	11	6	16	17
otu2201	14	5	16	12	3	16	20	12	11	17
otu1119	7	6	2	6	20	10	0	3	16	4
otu1991	11	11	18	16	12	0	9	19	20	18
otu338	18	10	12	8	5	8	5	5	5	15
otu2000	1	7	15	9	10	19	11	2	10	12
otu1878	15	2	13	11	7	9	18	3	19	12
otu2808	3	18	7	2	12	0	15	6	1	17
otu2244	19	15	12	20	5	8	16	0	16	8
otu1051	1	7	16	11	8	6	15	2	2	12
otu1573	4	0	4	19	8	4	13	17	2	9
otu499	5	12	10	18	11	11	8	13	17	6
otu757	11	15	11	4	3	18	8	18	7	5
otu2325	20	17	4	6	7	9	18	18	15	7
otu2873	16	16	18	6	6	3	4	10	1	3
otu1448	6	12	3	14	12	2	17	3	3	10
otu1799	20	11	19	4	0	14	15	0	4	16
otu1690	19	5	19	14	6	1	12	8	1	6
otu1018	6	0	8	3	8	1	11	4	14	0
otu2711	10	9	6	7	7	16	10	9	13	3
otu2473	5	16	0	14	3	0	19	19	17	14
otu2760	13	17	13	3	8	1	4	7	17	0
otu211	20	5	20	13	16	12	17	1	3	6
otu27	18	7	4	7	5	17	1	17	6	10
otu1422	11	3	7	0	5	13	4	19	7	19
otu2019	11	7	3	20	20	17	18	19	8	17
otu471	11	8	0	18	18	17	10	9	5	12
otu2870	3	3	19	18	17	15	11	10	3	18
otu2918	16	12	9	1	15	7	16	17	16	16
otu107	19	2	3	3	16	12	20	16	12	4
otu1442	19	14	0	19	10	5	20	2	1	19
otu262	2	14	7	0	2	1	14	12	6	18
otu2482	9	14	12	12	8	6	19	15	8	12
otu357	20	16	14	15	4	1	6	11	14	18
otu162	14	16	11	7	12	18	0	18	4	8
otu2561	10	2	16	1	9	1	3	8	14	16
otu2741	10	18	14	3	4	19	3	6	16	13
otu647	13	13	18	4	6	4	19	7	14	5
otu891	16	10	17	11	4	7	11	5	11	9
otu946	8	9	6	4	13	3	7	11	13	2
otu2490	9	19	5	12	8	20	12	19	16	4
otu2371	0	11	0	20	19	20	9	3	7	14
otu593	2	8	4	10	7	7	11	17	11	18
otu493	11	1	13	3	14	1	18	15	4	5
otu1886	11	15	19	2	12	0	11	0	16	6
otu1997	19	5	4	2	14	19	10	0	5	14
otu1778	12	12	9	12	18	18	15	13	11	12
otu1722	11	11	16	11	9	14	10	3	3	15
otu536	2	3	15	6	20	8	19	13	1	20
otu2087	19	10	4	10	8	16	18	8	18	14
otu1641	0	3	10	16	15	19	2	9	20	16
otu2908	20	12	16	19	11	9	18	7	20	17
otu1511	11	8	17	19	11	13	20	8	9	20
otu2651	12	4	0	14	16	6	15	12	12	12
otu645	12	17	19	16	5	5	3	12	16	1
otu2811	15	19	14	2	6	20	5	9	11	20
otu2231	15	18	13	10	5	3	4	18	1	13
otu1286	1	1	7	0	18	8	18	18	14	2
otu1349	16	4	20	16	4	7	12	13	18	19
otu1983	9	0	11	19	11	11	14	10	20	14
otu1629	16	15	10	10	6	10	13	5	20	5
otu2720	2	5	17	6	0	13	3	1	9	13
otu1337	14	15	12	4	10	14	10	19	16	15
otu908	15	19	0	4	0	6	1	14	7	13
otu458	7	17	11	8	19	20	18	20	15	11
otu2699	12	8	16	4	14	11	12	18	19	12
otu2264	7	18	19	20	6	4	8	13	17	8
otu920	14	6	3	8	16	17	11	5	14	6
otu874	1	9	3	15	3	11	8	2	9	6
otu2816	4	20	16	4	0	0	12	19	13	17
otu2531	6	11	13	2	5	11	3	16	7	14
otu775	19	13	19	12	6	8	12	9	4	1
otu327	10	5	15	17	0	4	9	6	7	3
otu190	15	20	2	10	11	19	17	4	19	16
otu2183	18	3	8	0	18	5	8	12	17	15
otu1713	14	6	7	9	9	18	13	9	3	8
otu2065	8	5	18	4	3	2	1	18	15	14
otu2166	0	2	6	17	15	20	8	4	19	15
otu2013	13	19	14	19	5	20	15	5	5	9
otu1937	15	10	20	9	17	1	1	12	15	3
otu2266	5	1	19	0	1	10	5	10	19	16
otu2352	18	14	17	19	6	1	10	6	4	7
otu1395	2	13	2	7	4	20	6	13	19	4
otu2818	10	5	13	3	12	8	3	1	4	10
otu382	0	18	9	1	14	12	13	2	13	10
otu2621	13	17	9	9	16	0	2	16	7	13
otu1009	5	6	11	18	10	14	3	13	1	4
otu2927	1	19	3	18	1	0	4	1	2	8
otu911	1	17	6	6	18	14	1	19	11	4
otu2581	11	12	9	20	4	18	16	4	16	14
otu1943	9	19	11	5	0	6	1	15	16	10
otu1203	2	0	1	6	7	19	14	8	15	9
otu2466	14	19	9	0	16	20	11	4	6	6
otu2221	18	6	17	4	5	9	6	8	7	15
otu377	14	6	20	19	12	3	4	18	12	0
otu1457	10	4	2	18	12	17	8	16	12	19
otu917	0	7	8	5	18	12	1	0	11	0
otu1871	14	18	7	11	0	6	19	9	17	14
otu2689	1	17	15	1	6	13	3	17	13	7
otu1261	2	16	12	16	5	12	20	18	0	0
otu244	13	13	18	18	15	6	17	13	8	6
otu528	15	19	18	3	14	14	17	4	7	16
otu2003	15	11	9	11	9	2	11	17	1	2
otu2462	15	16	2	18	14	4	15	15	13	5
otu1031	3	20	3	14	6	2	5	16	16	16
otu1141	1	2	1	6	18	16	9	2	0	16
otu1498	15	6	2	0	1	19	7	2	15	14
otu192	10	13	10	4	20	11	6	13	19	9
otu1956	12	1	4	2	16	19	7	0	13	7
otu1729	17	1	3	5	10	5	20	5	18	11
otu249	4	5	13	3	6	0	20	19	20	11
otu2061	0	14	15	2	5	15	1	7	5	9
otu2887	8	13	5	15	18	18	2	19	20	9
otu1281	19	1	0	1	18	15	18	12	0	10
otu1720	20	10	1	18	17	14	12	17	7	16
otu801	6	13	6	13	4	14	14	0	6	13
otu286	9	9	6	14	18	3	10	1	13	7
otu2849	7	1	19	10	9	20	1	16	8	10
otu965	11	2	1	12	17	5	16	19	4	3
otu469	4	1	11	11	11	14	5	10	6	14
otu2107	5	5	6	0	9	8	9	12	16	3
otu1674	4	11	14	6	12	13	6	6	16	17
otu1000	17	10	2	15	2	13	3	0	18	12
otu226	1	19	14	2	13	4	7	6	4	10
otu2072	16	13	9	5	0	14	9	9	14	0
otu1449	1	20	18	7	15	19	20	19	19	19
otu602	3	7	6	9	18	15	3	19	18	10
otu169	0	5	15	3	8	17	9	8	2	18
otu1999	2	2	6	12	8	9	19	7	20	12
otu2729	18	17	15	0	19	14	11	9	13	12
otu1415	0	2	12	17	4	6	0	12	9	2
otu2358	10	17	12	1	6	4	9	1	4	12
otu181	11	0	12	14	7	6	0	0	8	19
otu2615	10	1	7	16	18	15	10	18	14	5
otu1241	8	11	0	8	10	1	16	18	9	3
otu1265	16	3	0	1	2	13	4	18	1	7
otu2280	1	14	10	17	14	3	17	2	15	0
otu2301	7	0	8	8	12	9	17	6	19	5
otu852	7	13	6	12	18	17	13	12	0	12
otu2391	10	6	7	7	16	12	11	8	6	0
otu1828	20	3	2	10	11	18	5	7	4	3
otu315	12	19	6	16	13	19	5	3	15	4
otu21	16	15	11	3	2	12	2	2	19	20
otu934	13	3	8	4	16	8	5	3	6	15
otu2518	18	19	0	8	1	1	20	2	20	13
otu2163	16	4	20	15	9	14	4	0	20	20
otu139	5	3	3	6	16	15	18	8	5	15
otu1698	8	20	12	11	12	3	10	7	2	9
otu1118	8	13	10	2	8	2	2	3	14	7
otu1390	0	3	7	10	16	16	7	13	17	15
otu1935	12	2	6	18	2	18	10	2	5	15
otu2640	14	2	8	12	13	20	7	12	14	13
otu2148	14	20	18	20	14	15	2	1	7	4
otu1321	3	4	5	15	17	15	2	10	8	6
otu2475	9	5	16	3	11	11	20	17	10	15
otu2900	11	2	8	3	13	0	9	5	4	13
otu1950	1	20	9	20	15	7	0	12	20	14
otu2223	4	16	15	20	0	19	16	11	8	9
otu1596	3	13	13	2	16	13	1	11	7	11
otu652	9	10	8	11	16	18	5	1	9	15
