otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu2942	5	7	20	5	3	4	17	17	4	6
otu2223	4	16	10	16	12	1	6	19	7	0
otu1632	1	2	17	14	9	11	14	6	4	16
otu1574	15	4	10	12	16	4	20	12	7	17
otu1921	14	11	12	19	7	3	5	11	20	13
otu1624	10	18	2	16	15	19	15	9	16	12
otu2311	9	14	7	14	18	2	13	15	4	14
otu2651	18	3	16	3	2	17	17	5	13	5
otu1665	9	2	2	11	6	15	10	9	7	0
otu308	13	6	19	15	10	8	8	20	5	0
otu144	7	3	13	18	11	15	10	17	20	19
otu2413	7	16	10	18	1	17	15	7	2	15
otu206	10	19	2	12	19	18	6	0	16	6
otu45	3	17	13	11	17	10	2	13	6	12
otu860	0	5	14	9	5	12	13	18	17	14
otu2826	4	14	9	4	18	8	1	2	19	7
otu2156	16	7	18	19	4	0	17	9	6	9
otu1716	6	5	1	5	13	17	14	13	10	6
otu2503	1	6	8	2	1	4	12	19	1	12
otu2602	14	2	17	20	17	3	10	12	2	6
otu1302	18	10	9	17	3	5	6	12	12	12
otu430	4	11	19	4	2	10	14	6	20	17
otu327	6	17	7	6	20	6	2	13	8	6
otu2124	11	13	17	6	5	18	0	12	3	18
otu1580	13	15	16	12	5	10	5	9	20	7
otu1017	6	3	11	13	16	9	16	14	13	7
otu663	2	20	7	15	17	14	6	17	6	6
otu188	4	16	0	10	20	9	10	10	17	18
otu2540	15	12	0	5	7	17	4	12	9	5
otu1235	1	4	18	19	2	5	19	2	5	13
otu233	3	7	0	0	0	5	7	1	3	14
otu2598	5	18	15	14	18	10	14	6	3	3
otu2904	10	12	4	6	4	8	14	16	8	1
otu2341	3	13	10	4	14	5	1	3	8	1
otu1751	7	16	10	17	16	4	4	12	12	8
otu2423	13	12	2	13	17	18	1	12	0	19
otu2780	19	1	6	9	12	1	17	0	2	11
otu2077	18	0	17	11	16	11	12	12	15	0
otu2753	3	8	17	1	4	12	20	14	2	18
otu1999	17	3	14	4	9	20	7	5	5	5
otu433	10	7	9	19	2	9	0	12	20	4
otu2335	16	19	7	12	19	14	9	11	4	15
otu1303	8	1	3	13	19	2	13	12	12	12
otu35	20	10	20	1	17	15	17	2	12	18
otu246	16	19	12	4	6	5	16	15	16	19
otu2027	3	2	6	0	2	18	17	13	12	13
otu505	1	16	3	1	11	2	20	3	9	11
otu213	18	5	5	8	5	0	17	17	2	15
otu2425	11	7	19	4	8	10	16	17	14	13
otu2115	17	0	12	5	9	9	4	20	19	2
otu2514	14	6	3	18	2	14	2	15	17	9
otu2487	15	4	8	18	5	10	16	17	9	14
otu2032	13	10	6	16	12	3	16	16	14	18
otu1761	14	1	17	11	0	1	10	13	6	10
otu819	2	10	6	18	5	3	15	18	15	9
otu1947	19	9	8	18	9	2	7	0	10	13
otu2056	1	0	5	9	4	4	11	19	5	1
otu114	9	16	4	2	12	3	3	14	12	3
otu1084	10	14	13	0	4	17	3	10	20	5
otu2778	6	8	19	16	19	12	9	3	13	15
otu312	6	19	4	11	11	6	3	3	0	12
otu406	19	11	17	12	2	15	8	14	4	18
otu63	3	2	4	8	6	15	0	20	16	4
otu2543	0	17	9	19	7	19	11	11	4	15
otu1382	20	10	3	4	12	11	6	2	15	7
otu830	15	3	10	4	2	1	9	6	17	5
otu806	0	16	0	11	16	16	0	3	1	14
otu1566	4	13	3	13	7	5	5	7	10	8
otu2745	6	8	0	14	10	19	19	19	4	6
otu735	2	15	14	12	8	15	18	0	18	13
otu359	2	2	8	4	14	10	10	13	20	13
otu2210	18	1	14	15	1	19	11	9	20	15
otu2537	4	1	3	5	0	4	7	19	9	19
otu1173	12	20	14	18	13	18	13	10	5	12
otu451	2	1	8	4	3	18	10	7	3	0
otu1701	9	10	15	7	0	11	20	2	2	14
otu1442	2	11	8	3	10	7	2	17	10	20
otu2110	1	1	5	2	18	1	5	6	7	7
otu1769	16	0	18	17	14	3	7	17	5	14
otu661	16	7	5	1	15	14	8	7	17	15
otu185	10	7	20	1	12	0	18	14	7	3
otu2299	18	7	1	9	0	12	15	7	12	7
otu1691	17	19	10	16	4	1	4	20	14	7
otu2168	20	5	19	18	8	2	13	5	1	5
otu1571	14	7	1	20	7	6	5	3	10	2
otu2158	1	1	4	3	7	3	9	1	4	7
otu1043	14	19	0	2	16	11	7	9	19	8
otu149	16	20	2	7	13	2	12	2	14	15
otu1038	0	2	15	9	9	12	3	9	11	14
otu2674	14	15	20	14	17	12	10	10	12	15
otu1942	2	1	14	11	19	4	10	4	16	2
otu25	17	5	5	2	14	14	15	15	10	11
otu1951	7	8	3	11	4	8	13	4	9	10
otu2755	7	0	3	16	10	3	2	1	14	13
otu1880	19	11	17	14	6	16	11	6	10	14
otu1207	0	11	11	7	12	11	2	3	11	8
otu1605	20	20	10	19	2	14	15	10	0	1
otu1663	15	20	10	3	1	19	17	18	16	12
otu125	1	10	3	0	2	7	9	16	15	16
otu2777	17	3	7	16	19	13	12	3	12	14
otu2439	8	20	10	3	10	7	2	9	6	7
otu558	3	15	12	7	8	8	20	19	0	9
otu842	0	9	7	19	2	13	6	15	5	6
otu743	11	17	4	0	12	10	18	16	18	17
otu2736	18	18	14	2	20	12	0	15	15	9
otu2500	4	16	17	0	16	10	0	7	1	12
otu2564	19	1	6	20	7	18	14	19	15	15
otu540	6	17	3	10	5	9	18	2	16	0
otu1175	16	5	7	17	19	18	7	4	10	14
otu445	17	8	2	16	4	17	7	6	13	18
otu1206	7	11	10	18	16	19	10	2	9	0
otu2635	9	8	14	15	0	19	7	13	6	9
otu630	9	9	14	15	18	9	1	11	8	0
otu1231	1	3	13	1	16	3	9	1	4	14
otu1274	20	3	10	19	6	0	13	17	9	19
otu721	8	4	14	2	15	2	9	11	10	0
otu2872	3	9	6	7	14	2	4	9	8	10
otu1036	3	7	8	15	9	16	1	9	10	9
otu2114	1	9	16	5	8	2	14	16	12	3
otu2779	14	3	18	0	4	18	18	14	2	18
otu2019	19	3	20	9	16	17	1	6	5	20
otu1360	6	10	14	2	3	19	6	18	18	10
otu841	16	9	20	15	20	8	0	19	11	4
otu2171	16	9	13	17	19	19	15	4	3	14
otu956	6	3	0	2	15	15	5	5	15	1
otu1754	19	7	19	17	0	16	13	10	0	14
otu2372	19	17	11	16	10	19	1	9	6	12
otu2781	15	18	10	12	1	19	14	8	14	17
otu1014	7	20	19	20	17	13	13	11	18	2
otu1309	20	11	18	19	13	16	11	16	8	3
otu2928	8	13	14	7	1	10	0	15	1	18
otu2476	15	6	20	16	11	12	6	16	8	0
otu559	5	0	12	14	7	12	3	6	10	4
otu258	19	19	11	20	6	0	8	6	8	8
otu2370	7	1	1	15	11	9	15	0	18	12
otu2556	10	1	17	15	5	0	13	8	18	7
otu186	17	15	10	10	1	16	2	16	16	19
otu2570	7	4	7	17	8	17	15	20	8	18
otu1298	11	17	10	15	16	14	8	3	9	10
otu439	10	17	15	6	19	9	10	7	19	2
otu1631	12	14	7	20	9	12	8	8	5	6
otu550	19	19	12	19	8	19	16	14	10	0
otu817	16	14	17	1	10	13	7	18	17	6
otu1265	13	6	16	16	0	13	19	14	6	0
otu811	13	12	8	18	5	17	17	12	11	9
otu2887	16	19	6	9	19	6	13	18	10	17
otu459	9	10	20	11	15	3	6	18	0	17
otu1431	19	20	1	1	19	7	11	17	6	6
otu488	13	10	7	2	6	20	11	1	18	7
otu1954	4	9	4	5	0	3	15	17	10	12
otu1562	0	10	4	4	20	4	6	6	14	18
otu667	11	2	16	8	11	1	20	20	2	15
otu988	6	12	4	19	10	14	13	5	6	9
otu1870	2	16	19	7	2	8	11	19	1	10
otu2295	18	0	11	14	7	8	17	9	2	11
otu2791	6	4	20	7	0	11	10	13	6	1
otu2202	5	17	12	5	15	15	8	10	7	0
otu1248	7	15	15	15	3	0	6	17	0	17
otu935	13	0	12	20	3	14	4	1	12	11
otu1564	9	5	0	13	1	3	19	0	18	8
otu2268	1	6	19	20	1	19	10	8	1	15
otu1841	15	0	20	16	20	12	18	4	7	10
otu2040	12	14	12	8	11	13	4	6	1	6
otu1788	10	18	7	7	2	12	9	2	2	0
otu555	15	2	14	9	19	9	0	6	6	6
otu2220	6	16	17	19	14	20	4	7	1	1
otu1051	20	6	20	20	8	2	12	16	3	12
otu482	1	1	2	17	1	9	17	3	9	7
otu2379	3	13	0	5	5	14	9	19	1	15
otu2993	1	9	16	2	18	8	4	3	12	19
otu396	5	14	10	19	19	5	19	0	1	2
otu1799	4	5	15	0	14	18	13	2	5	6
otu115	20	18	19	18	13	1	2	8	0	18
otu1238	15	7	10	16	16	12	18	1	16	15
otu1386	11	16	16	2	8	1	6	11	9	8
otu2837	15	0	16	6	14	18	6	10	19	11
otu681	6	0	14	1	0	6	14	17	10	9
otu1473	13	13	9	6	17	8	5	16	4	16
otu171	16	13	18	8	19	15	13	4	11	9
otu2348	5	13	10	9	8	0	7	12	9	20
otu2063	11	13	20	13	3	16	5	11	16	20
otu178	7	16	5	11	11	17	7	3	11	3
otu508	17	0	18	20	5	12	6	1	14	10
otu468	14	14	13	7	3	20	19	7	17	0
otu2933	9	11	20	16	20	11	7	18	10	20
otu1234	1	11	7	13	11	11	12	7	7	11
otu2481	13	0	9	9	7	18	16	19	11	15
otu51	19	17	15	16	15	12	3	1	7	18
otu2494	2	9	10	11	20	0	3	15	6	1
otu2053	20	19	16	14	2	3	1	14	10	13
otu2474	4	11	1	15	9	9	11	3	15	10
otu2680	6	10	20	6	6	8	15	14	10	20
otu367	4	9	18	0	9	13	8	9	8	13
otu1657	19	5	4	17	14	17	2	2	15	12
otu917	20	13	5	6	7	19	11	2	12	20
otu2193	20	18	20	17	0	2	2	10	20	17
otu2316	4	16	14	3	15	7	13	12	9	8
otu856	19	0	17	2	16	8	19	0	16	14
otu1346	18	8	4	10	14	8	9	1	16	6
otu2111	19	9	7	1	11	18	10	2	10	15
otu2752	17	14	15	16	6	18	12	18	1	5
otu2177	15	17	5	12	10	8	3	6	4	8
otu1742	12	7	16	12	20	11	14	12	0	8
otu1666	1	10	20	20	17	17	7	14	5	12
otu1817	12	7	4	8	13	18	7	10	10	19
otu1570	16	16	13	2	5	19	2	14	1	4
otu67	11	0	15	15	5	13	9	10	14	11
otu687	10	8	9	3	16	15	10	9	11	14
otu1110	17	1	20	3	5	6	0	4	6	19
otu1136	14	15	0	15	18	9	19	4	20	18
otu2307	16	3	20	6	17	16	9	4	8	5
otu1881	15	8	16	2	19	9	15	6	6	20
otu1958	3	4	4	5	18	7	2	1	4	0
otu1505	10	3	3	16	15	14	20	0	5	3
otu1269	8	17	20	2	12	6	2	7	10	1
otu1142	3	9	10	16	11	15	7	3	6	5
otu973	16	19	11	9	16	9	4	12	14	7
otu97	2	5	14	5	12	11	5	17	7	1
otu2424	19	13	14	10	14	20	3	11	17	20
otu2143	11	4	7	18	19	15	1	6	3	3
otu2125	2	12	11	11	7	11	15	2	20	3
otu107	9	3	8	0	5	13	17	7	4	4
otu392	1	14	1	17	5	6	14	15	1	17
otu1984	3	3	17	8	19	14	19	14	16	5
otu750	18	3	0	9	6	13	5	8	3	12
otu965	0	10	3	6	18	14	19	10	14	2
otu2398	11	19	6	1	18	1	1	1	5	19
otu2459	16	11	12	14	8	16	19	1	19	9
otu1602	9	6	20	15	0	10	12	16	20	4
otu2160	2	7	0	14	9	9	15	16	17	0
otu2039	10	13	13	4	16	15	5	3	3	20
otu2154	20	2	7	5	14	5	17	16	12	10
otu1005	17	8	2	18	9	19	0	8	16	7
otu2190	20	1	7	12	9	20	4	1	8	18
otu2718	0	13	18	18	17	8	14	6	0	17
otu1059	0	13	12	8	17	17	18	11	5	10
otu2496	3	5	13	2	15	11	15	20	15	3
otu2834	8	0	3	8	7	2	12	4	10	12
otu1328	7	11	5	9	3	11	7	1	18	6
otu2846	11	19	7	17	14	13	9	0	20	0
otu1312	1	11	9	6	17	14	3	19	4	19
otu1677	3	10	10	10	7	1	10	17	0	3
otu1592	18	17	16	4	15	14	14	5	3	4
otu1118	6	0	18	7	5	6	0	17	13	1
otu1011	19	13	13	20	16	2	11	2	17	12
otu2803	17	8	3	12	19	10	5	0	18	20
otu1115	9	14	2	10	3	11	4	20	20	10
otu1164	19	14	6	8	13	7	1	18	19	16
otu486	18	16	2	12	11	16	17	13	2	7
otu2414	19	15	8	11	12	10	0	4	18	2
otu2153	5	2	5	10	19	1	9	15	11	11
otu1466	20	3	13	5	10	14	11	19	11	13
otu81	8	13	6	2	13	15	14	0	11	12
otu2922	13	11	5	18	13	5	2	6	4	15
otu914	17	10	20	20	11	7	3	9	5	19
otu2250	13	12	2	16	4	0	0	20	11	18
otu1589	13	12	12	13	15	10	15	12	2	12
otu2633	4	8	13	4	15	3	1	10	20	14
otu626	17	20	3	0	3	7	8	8	19	8
otu148	17	7	0	3	12	5	10	11	13	11
otu1317	11	5	2	16	6	0	13	20	3	4
otu2000	14	6	16	16	6	4	1	11	16	18
otu2982	8	8	18	19	2	20	9	7	9	12
otu365	2	20	12	18	3	10	0	10	3	14
otu2457	11	0	2	7	12	18	10	3	13	18
otu2100	13	2	18	0	18	5	7	20	15	15
otu526	14	1	13	18	8	18	9	14	7	2
otu923	1	1	19	10	2	13	1	17	12	5
otu1913	9	16	19	1	17	18	9	7	0	1
otu1129	5	16	3	10	14	16	10	19	14	12
otu608	13	16	7	1	7	12	9	13	10	0
otu122	5	11	9	12	9	3	7	0	12	15
otu2603	2	1	0	7	20	7	2	15	17	17
otu346	9	11	2	4	11	6	14	16	2	8
otu2508	9	4	13	11	19	0	7	16	8	7
otu274	3	1	13	18	16	7	13	12	11	0
otu1673	17	2	6	3	3	7	15	14	15	2
otu1024	11	9	4	2	20	10	18	12	9	12
otu2073	16	6	5	2	9	14	5	5	8	17
otu2191	0	20	8	4	8	15	11	12	6	3
otu800	2	8	17	4	2	11	11	14	13	18
otu2563	11	14	4	19	9	6	3	7	15	0
otu2762	3	2	7	1	18	17	20	4	16	15
otu712	2	10	3	14	20	4	5	18	20	12
otu1904	5	5	11	10	0	18	8	4	4	8
otu44	12	9	5	0	14	17	16	20	13	4
otu1909	0	8	2	19	15	9	8	12	18	5
otu2393	3	17	17	18	1	12	3	12	13	10
otu2375	9	6	1	12	13	20	16	18	17	12
otu2823	2	20	14	15	16	0	12	16	18	14
otu677	4	20	16	5	13	0	4	10	17	18
otu1595	16	14	10	17	14	0	6	9	11	6
otu1228	7	0	1	11	5	19	2	5	15	18
otu1499	20	18	0	1	2	13	9	12	20	16
otu724	8	14	4	12	5	17	20	6	6	19
otu1618	10	9	15	18	12	18	15	20	15	2
otu2422	13	14	12	20	1	10	10	4	4	11
otu1306	20	12	16	19	0	10	19	4	11	11
otu927	2	9	20	17	19	12	14	10	9	16
otu1820	0	13	17	13	16	0	1	15	4	9
otu1348	11	10	12	12	1	17	16	13	20	19
otu2272	1	9	7	19	17	13	16	12	19	3
otu1057	11	9	9	3	12	6	4	7	3	15
otu1937	16	20	16	3	14	4	16	3	0	8
otu2229	7	10	20	11	6	8	19	10	5	8
otu2884	2	6	19	16	3	17	13	14	20	19
otu244	5	0	6	10	10	18	16	16	14	8
otu976	7	15	13	11	4	3	18	3	9	0
otu1970	0	5	20	6	1	4	9	1	14	1
otu2186	13	5	6	17	16	12	11	9	5	10
otu2405	2	20	4	18	7	11	14	16	12	17
otu942	12	5	9	5	12	19	8	20	7	15
otu877	19	11	3	17	13	5	11	15	18	13
otu1217	17	1	10	2	8	12	15	10	4	3
otu2440	4	19	0	7	18	5	14	3	6	11
otu738	11	12	12	0	12	18	16	15	20	6
otu1219	15	14	4	4	17	4	11	19	17	12
otu1458	13	2	7	12	10	15	18	11	8	17
otu689	8	13	13	13	13	18	10	8	11	4
otu2898	17	16	3	13	17	18	3	14	13	1
otu318	6	17	2	9	3	14	4	2	8	18
otu2013	1	11	8	9	6	10	10	20	19	5
otu1385	7	14	16	0	10	4	17	2	2	13
otu1622	15	15	19	1	6	4	5	19	11	1
otu1056	3	4	9	18	0	15	4	3	11	12
otu2672	9	2	6	17	7	10	1	5	0	4
otu1766	0	8	3	6	10	12	2	4	12	14
otu2774	14	10	4	0	6	1	15	7	11	11
otu2091	12	11	12	13	15	6	10	12	12	2
otu1645	0	5	17	5	19	6	10	9	11	9
otu871	7	5	5	8	16	4	8	20	5	18
otu1936	14	1	14	3	10	7	7	8	6	16
otu463	10	11	0	10	20	2	15	8	16	5
otu1179	2	15	10	11	7	19	8	8	19	2
otu1053	20	3	7	12	20	3	7	2	9	3
otu1818	15	1	20	11	20	3	19	5	0	14
otu1476	7	15	1	10	11	8	9	14	6	13
otu92	16	9	6	4	6	7	18	12	17	20
otu1082	7	1	3	19	16	1	11	2	9	9
otu2435	20	17	1	12	11	15	17	1	14	20
otu1563	8	4	15	15	1	1	10	9	12	17
otu997	0	15	1	7	0	12	7	17	12	13
otu1976	12	19	11	2	11	17	8	9	2	16
otu1028	6	5	19	9	4	10	12	17	19	4
otu525	12	4	0	2	1	3	0	0	0	16
otu812	9	11	5	16	3	14	12	11	16	1
otu523	13	19	7	13	16	18	8	9	5	3
otu607	19	20	17	4	10	17	4	19	19	10
otu748	6	5	15	16	6	7	16	14	1	3
otu2870	7	1	2	11	19	4	1	15	17	1
otu1025	3	2	11	13	16	12	5	5	9	11
otu1696	6	18	19	5	12	15	20	9	18	9
otu1290	2	17	7	6	2	15	1	6	20	1
otu2219	1	0	14	0	1	16	20	3	2	10
otu2095	18	17	2	19	6	14	9	15	5	14
otu2442	13	12	5	18	3	17	7	20	17	15
otu2614	16	17	14	9	0	5	15	17	7	16
otu1494	12	8	11	5	7	7	10	10	6	3
otu527	3	16	18	15	13	7	7	7	6	3
otu1232	1	14	9	0	13	8	7	16	4	20
otu968	3	4	7	7	2	12	9	11	0	1
otu287	12	20	4	1	0	20	13	14	18	11
otu1423	2	4	8	8	7	11	1	13	17	18
otu1617	5	1	11	17	4	11	11	9	4	4
otu2280	17	7	18	1	4	17	8	11	0	16
otu1410	19	12	2	13	6	4	13	2	13	0
otu2627	11	3	0	2	9	1	12	6	2	11
otu24	7	2	7	1	16	11	18	8	10	3
otu1151	16	13	19	1	2	3	2	9	20	18
otu2236	13	12	14	5	19	1	11	11	0	10
otu1805	14	2	19	6	2	12	16	18	4	8
otu21	15	12	20	5	16	0	0	5	0	7
otu1428	14	18	16	1	18	20	19	9	8	0
otu83	8	9	19	11	6	8	5	15	7	13
otu758	20	5	6	16	3	5	1	20	15	11
otu1743	4	0	18	9	16	5	5	15	5	8
otu1934	10	1	3	18	11	7	4	8	1	17
otu794	17	5	17	18	6	10	8	6	20	12
otu2677	6	13	15	11	16	19	11	1	20	0
otu1603	3	20	16	14	8	12	8	15	0	19
otu2914	1	17	12	12	11	17	11	4	5	7
otu2571	13	1	2	3	6	18	6	17	20	5
otu470	7	7	16	8	8	9	2	11	6	9
otu2962	13	6	7	5	13	10	4	15	8	2
otu1609	20	5	3	6	19	2	4	7	1	14
otu155	7	18	18	5	6	3	8	6	15	5
otu1123	13	19	19	3	13	18	13	20	7	13
otu2046	16	18	5	13	1	19	7	4	15	2
otu2783	5	1	20	16	12	17	2	4	9	12
otu619	6	15	14	9	16	17	19	2	19	18
otu89	9	19	4	15	7	11	10	2	0	20
otu1708	5	10	10	15	13	10	19	8	7	15
otu2820	11	18	9	19	20	6	7	13	15	5
otu2233	9	14	18	19	12	20	19	18	0	9
otu230	7	8	5	8	20	13	5	0	4	12
otu204	8	0	5	15	3	10	9	17	10	10
otu1916	0	6	17	20	14	14	10	19	2	17
otu2711	6	11	0	15	8	13	5	17	3	11
otu132	10	10	5	10	11	11	14	9	19	0
otu592	15	17	5	14	7	14	16	12	9	2
otu2324	17	0	3	1	19	10	1	17	11	15
otu1962	6	14	20	18	4	1	0	8	17	4
otu2851	20	13	13	12	18	18	8	18	4	8
otu546	6	1	10	13	15	6	7	19	10	20
otu1001	6	6	19	11	11	1	6	18	15	5
otu2367	14	4	6	16	19	0	20	9	1	11
otu1545	17	8	7	6	10	7	1	14	5	2
otu334	18	20	15	0	7	12	20	17	18	2
otu1601	6	6	8	8	1	15	15	16	15	5
otu1417	3	12	8	8	17	15	3	10	20	12
otu2264	20	11	1	7	15	8	4	8	18	7
otu1430	12	10	10	20	5	4	15	10	14	19
otu1918	0	18	9	2	7	0	5	0	10	12
otu1406	1	6	4	9	4	20	15	7	15	13
otu1341	20	5	1	18	1	14	7	4	1	4
otu2577	11	17	18	6	13	10	17	3	13	14
otu994	13	3	19	0	8	5	13	0	9	10
otu7	1	7	3	18	1	15	3	13	18	15
otu2985	11	8	20	18	8	18	9	7	6	2
otu2306	0	17	7	19	3	17	4	9	7	20
otu2215	5	4	14	6	12	13	1	18	5	3
otu676	8	11	20	14	16	9	13	12	17	4
otu1345	17	0	16	0	9	3	15	17	6	0
otu583	0	19	16	10	17	4	20	1	3	10
otu1352	17	9	16	7	3	17	20	7	13	18
otu2212	6	4	8	12	11	3	0	9	3	0
otu2150	8	19	11	16	15	13	12	20	15	15
otu2197	12	17	3	5	18	0	12	17	4	8
otu449	9	18	10	8	3	13	1	17	11	2
otu532	7	4	19	4	7	13	19	18	9	18
otu1747	19	18	17	9	10	9	8	15	15	11
otu1511	1	10	12	2	13	1	2	3	13	9
otu1498	7	13	16	16	16	15	9	12	20	1
otu1586	13	20	14	2	14	14	20	11	4	17
otu399	18	9	7	6	5	3	14	10	16	20
otu1963	15	7	2	8	8	5	15	1	6	16
otu510	8	6	13	2	10	3	0	19	5	0
otu1098	7	1	2	4	14	6	19	12	11	2
otu1055	13	12	10	13	17	1	19	9	20	14
otu2200	0	19	3	11	20	7	6	16	8	20
otu2453	18	14	20	18	11	12	2	9	3	0
otu1612	11	18	1	14	15	9	17	20	9	1
otu2814	10	6	14	18	10	2	20	1	13	1
otu436	16	7	17	8	4	5	2	8	6	13
otu2057	13	8	17	9	3	5	17	17	14	13
otu2624	13	19	5	19	9	12	17	19	9	0
otu2232	13	18	7	8	14	0	5	6	5	11
otu1355	16	3	19	19	11	7	18	14	7	15
otu2475	7	0	10	13	0	12	5	4	13	3
otu690	14	4	16	15	3	17	15	4	8	2
otu695	17	16	16	19	12	10	11	13	8	3
otu1273	15	10	9	7	13	7	5	10	14	2
otu1853	5	16	20	10	0	3	10	14	9	19
otu1924	17	4	12	13	4	19	5	2	14	19
otu789	6	6	4	17	13	11	17	16	15	14
otu1199	13	9	10	14	0	3	13	16	14	14
otu130	12	16	13	10	14	12	14	9	9	17
otu1133	18	1	9	10	11	2	7	6	17	0
otu688	12	7	7	1	1	16	8	10	15	11
otu2552	15	7	2	12	9	6	5	13	4	17
otu1884	1	5	13	3	12	16	7	1	18	2
otu2819	2	7	12	13	17	17	7	5	12	12
otu2687	5	0	3	4	0	18	18	16	8	13
otu374	9	12	9	2	18	13	3	12	8	5
otu1212	8	5	12	13	4	2	20	18	0	19
otu2721	3	7	0	11	17	9	10	12	13	4
otu2118	11	13	17	5	11	2	6	0	0	7
otu2395	2	9	14	20	0	8	10	12	2	6
otu1616	6	17	12	3	0	14	0	12	0	14
otu2161	3	19	5	1	6	15	1	11	11	19
otu476	20	16	8	20	7	15	11	10	18	17
otu256	0	6	1	3	11	18	14	4	16	1
otu473	15	4	18	4	13	1	3	6	4	7
otu2088	3	12	11	18	17	12	9	18	1	0
otu2831	0	5	11	11	19	10	5	17	8	14
otu203	7	18	5	18	12	8	11	3	2	4
otu1727	10	15	11	12	6	0	20	7	18	3
otu1893	10	9	16	16	19	0	19	1	0	5
otu1706	11	7	15	4	15	0	20	15	5	12
otu2419	3	0	9	13	19	7	15	13	15	10
otu1308	3	13	17	19	6	9	13	6	3	18
otu128	18	19	14	13	14	3	18	20	2	3
otu2977	15	8	7	17	9	7	0	5	19	19
otu1854	13	3	14	0	12	20	18	3	12	11
otu2794	2	19	18	17	11	11	0	10	14	10
otu2460	6	16	8	9	20	16	4	18	15	11
otu2458	5	0	2	11	15	19	9	2	12	15
otu560	7	7	6	9	14	12	1	11	4	13
otu343	13	18	14	12	18	16	1	4	2	2
otu2051	8	16	11	2	11	15	18	16	14	7
otu1637	1	19	8	9	9	17	18	19	3	5
otu2539	4	3	4	17	11	20	8	7	7	15
otu1807	0	2	8	14	0	20	1	16	12	5
otu1157	7	5	5	19	9	20	4	17	8	6
otu489	9	7	5	17	0	19	14	17	6	15
otu755	2	12	11	9	1	8	18	18	3	8
otu47	17	6	16	16	3	19	5	7	12	2
otu614	18	1	10	4	9	10	10	5	14	16
otu2195	5	17	17	11	6	10	1	6	0	18
otu2049	6	7	13	2	13	7	3	12	5	3
otu522	19	16	8	10	1	9	6	6	20	16
otu1018	20	15	0	1	1	19	5	12	19	6
otu2992	3	0	18	5	15	19	5	16	12	18
otu1960	0	13	13	19	18	11	19	16	2	7
otu2572	19	20	6	14	5	16	5	0	5	1
otu2998	7	6	10	1	16	9	10	10	9	14
otu127	20	12	7	14	6	6	17	6	1	9
otu2482	0	17	13	2	2	17	17	11	20	10
otu764	19	19	3	11	1	7	6	17	13	1
otu2330	14	5	18	1	5	19	16	6	4	16
otu2078	17	0	18	12	1	4	10	20	16	8
otu112	19	12	3	12	2	8	17	8	16	18
otu2813	11	11	1	5	12	8	11	0	17	20
otu2281	18	10	10	2	1	9	11	5	14	13
otu1741	11	8	15	1	4	1	17	4	13	3
otu2565	0	8	7	0	14	0	3	5	9	2
otu2252	10	12	10	20	3	19	4	15	9	1
otu143	13	9	11	17	0	20	15	3	12	5
otu2815	4	6	1	13	16	4	11	5	12	7
otu2480	14	12	2	14	11	8	3	12	20	9
otu1424	8	9	20	18	19	0	15	18	19	16
otu177	10	18	10	20	15	19	9	12	1	10
otu906	7	3	9	10	12	4	5	1	7	17
otu566	15	10	1	2	6	14	15	8	20	15
otu1724	11	19	4	8	20	5	20	7	11	11
otu1506	15	8	17	14	19	13	15	15	10	16
otu2714	18	9	2	6	10	9	16	10	7	16
otu255	4	4	20	16	6	12	15	4	7	4
otu261	7	9	9	20	20	11	15	1	18	3
otu1644	12	12	5	8	14	12	11	0	17	15
otu2445	17	1	4	7	4	2	2	17	12	18
otu888	15	18	5	17	19	8	14	15	8	13
otu1181	6	20	3	10	14	4	8	1	8	6
otu16	18	15	8	10	12	2	7	8	6	10
otu1138	19	2	12	16	15	12	18	18	1	2
otu1514	13	15	0	11	9	5	9	19	0	4
otu2882	14	7	13	0	10	7	2	6	14	17
otu462	5	10	12	8	15	19	19	17	2	12
otu11	1	15	6	18	13	18	13	7	8	14
otu2619	7	2	1	7	8	19	20	1	9	17
otu424	3	11	14	4	5	6	5	1	6	9
otu890	20	7	12	0	7	6	8	11	19	3
otu1297	16	1	14	18	12	2	12	15	18	5
otu2554	10	20	18	12	13	7	6	13	9	4
otu2174	13	16	2	11	3	14	3	4	16	3
otu939	13	3	18	1	5	4	19	9	20	8
otu1872	4	16	2	9	3	0	16	1	0	11
otu1286	4	8	11	4	18	13	6	7	17	0
otu2549	3	14	11	20	19	17	20	15	11	4
otu1860	6	14	20	11	12	15	20	16	11	19
otu2886	6	4	8	12	18	18	9	11	2	14
otu753	10	19	0	17	14	3	20	14	18	4
otu2349	3	15	5	6	10	7	15	16	15	5
otu974	19	11	17	6	15	1	6	16	19	15
otu440	2	19	20	14	7	14	14	10	16	7
otu774	5	1	15	7	8	11	14	17	12	15
otu2380	7	19	14	1	3	15	20	2	15	15
otu840	19	12	4	20	9	4	14	13	7	12
otu2017	11	14	4	16	10	12	0	0	0	18
otu169	5	16	6	20	20	20	3	4	6	9
otu903	19	4	18	16	17	5	16	14	0	17
otu457	19	7	8	6	2	6	19	6	7	9
otu2960	11	7	0	2	19	11	7	2	20	0
otu1033	3	20	10	8	2	15	7	2	8	14
otu1319	8	1	14	2	0	19	6	18	8	14
